PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0030_01,0,False,715283,0,32.0,False,0.0,850.0,81.0,437.0,453.0,32,False
0031_01,1,False,705780,0,47.0,False,214.0,0.0,1411.0,0.0,1229.0,33,True
0031_02,1,False,705780,0,2.0,False,0.0,0.0,0.0,0.0,0.0,34,True
0031_03,1,False,705780,0,20.0,False,0,0.0,1750.0,990.0,0.0,35,True
0034_01,2,True,684983,1,28.0,False,0.0,0.0,0.0,0.0,0.0,36,True
0035_01,1,False,684980,1,23.0,False,784.0,964.0,0.0,951.0,0.0,37,False
0036_01,0,False,705683,1,15.0,False,0.0,492.0,48.0,20.0,401.0,38,False
0038_01,0,False,70494883,1,20.0,False,554.0,195.0,0.0,2606.0,0.0,39,False
0039_01,0,True,714980,1,30.0,False,0.0,0.0,0,0.0,0.0,40,False
0041_01,0,True,715080,0,17.0,False,0.0,0.0,0.0,0.0,0.0,41,True
0043_01,2,False,665180,0,45.0,False,0.0,164.0,45.0,2511.0,855.0,42,False
0044_01,0,True,715180,0,55.0,False,0.0,0.0,0.0,0.0,0.0,43,False
0044_02,0,True,715180,1,4.0,False,0.0,0.0,0.0,0.0,0.0,44,True
0044_03,0,True,715180,2,21.0,False,0.0,0.0,0.0,0.0,0.0,45,True
0045_01,1,False,70494880,0,21.0,False,970.0,0.0,180.0,0.0,64.0,46,False
0045_02,1,True,70494880,3,19.0,False,0.0,0.0,0.0,0.0,0.0,47,True
0050_01,0,False,694983,1,35.0,False,790.0,0.0,0.0,0,0.0,48,False
0051_01,0,False,695083,0,56.0,False,0.0,112.0,0.0,1379.0,127.0,49,False
0052_01,0,False,715483,0,0,False,4.0,0.0,2.0,4683.0,0.0,50,False
0053_01,0,False,70494983,0,25.0,False,0.0,0.0,1938.0,0.0,1.0,51,True
0056_01,2,False,654983,0,2.0,False,0.0,0.0,0.0,0.0,0.0,52,True
0056_02,2,True,654983,0,38.0,False,0.0,0.0,0.0,0.0,0.0,53,True
0056_03,2,False,654983,0,27.0,False,279.0,605.0,3374.0,286.0,3.0,54,True
0058_01,0,True,715583,2,36.0,False,0.0,0.0,0.0,0.0,0.0,55,False
0061_01,0,False,70495083,0,22.0,False,45.0,1096.0,148.0,1377.0,1.0,56,False
0062_01,0,False,70495183,0,62.0,False,0.0,592.0,0.0,17.0,25.0,57,False
0064_01,1,True,70495283,0,15.0,False,0.0,0.0,0.0,0.0,0.0,27,True
0064_02,3,True,695183,0,33.0,False,0.0,0.0,0,0.0,0.0,58,True
0066_01,0,False,715480,0,62.0,False,1.0,153.0,197.0,0.0,460.0,59,False
0067_01,0,True,71494883,2,0.0,False,0.0,0.0,0.0,0.0,0.0,60,True
0067_02,0,False,71494883,0,18.0,False,1.0,258.0,446.0,0.0,0.0,61,True
0067_03,0,False,70495383,1,21.0,False,1946.0,37.0,0.0,0.0,24.0,62,False
0068_01,1,False,695283,0,0,False,793.0,0.0,2.0,253.0,0.0,63,False
0069_01,0,False,70495483,0,42.0,False,887.0,0.0,9.0,6.0,0.0,27,True
0070_01,0,False,70495180,0,19.0,False,190.0,0.0,5.0,1.0,726.0,64,False
0071_01,0,False,70495280,0,17.0,False,16.0,2165.0,0.0,0.0,52.0,65,False
0072_01,0,False,70495583,0,14.0,False,0.0,1.0,0.0,0.0,1063.0,66,False
0073_01,1,False,685180,2,37.0,False,46.0,83.0,738.0,0.0,12.0,67,False
0074_01,2,False,675183,0,42.0,False,1.0,8397.0,0.0,0.0,506.0,68,True
0076_01,1,False,70495683,0,27.0,False,147.0,0.0,1018.0,0.0,0.0,69,True
0077_01,1,False,70495380,0,28.0,False,14.0,0.0,1295.0,0.0,0.0,70,True
0078_01,2,False,675283,0,38.0,False,0.0,5840.0,0.0,321.0,9654.0,71,False
0081_01,0,True,71495183,0,13.0,False,0.0,0.0,0.0,0.0,0.0,72,False
0082_01,1,False,70495480,0,42.0,False,7406.0,0.0,0.0,0.0,0.0,73,False
0082_02,1,True,70495480,0,2.0,False,0.0,0.0,0.0,0.0,0.0,74,True
0082_03,1,False,70495480,0,8.0,False,0.0,0.0,0.0,0.0,0.0,27,True
0084_01,0,False,71495283,0,24.0,False,688.0,0.0,0.0,0.0,17.0,75,True
0085_01,2,True,675383,0,40.0,False,0.0,0.0,0.0,0.0,0.0,76,True
0086_01,0,False,70495580,0,43.0,False,211.0,0.0,0.0,638.0,513.0,77,False
0088_01,1,True,695383,2,45.0,False,0.0,0.0,0.0,0.0,0.0,78,True
0090_01,0,True,71495383,0,35.0,False,0.0,0.0,0.0,0.0,0.0,79,True
0091_01,0,True,71495483,0,26.0,False,0,0.0,0.0,0.0,0.0,80,True
0091_02,0,False,70504883,0,27.0,False,1.0,697.0,31.0,188.0,0.0,81,False
0092_01,0,False,715780,0,19.0,False,0.0,0.0,670.0,1.0,34.0,82,False
0092_02,0,True,715780,0,0.0,False,0.0,0.0,0,0.0,0.0,83,True
0092_03,0,True,715780,0,3.0,False,0.0,0.0,0.0,0.0,0.0,84,True
0097_01,2,False,655083,0,54.0,False,0.0,1208.0,0.0,3.0,637.0,85,False
0098_01,0,False,71494980,0,26.0,False,0.0,856.0,5.0,32.0,0.0,86,False
0098_02,0,False,71494980,0,26.0,False,0.0,2811.0,957.0,0.0,87.0,87,True
0099_01,0,False,70495780,2,23.0,False,311.0,427.0,526.0,37.0,0.0,88,False
0099_02,0,False,71495080,0,2.0,False,0.0,0.0,0.0,0.0,0.0,89,True
0101_01,1,True,0,0,31.0,False,0.0,0.0,0.0,0.0,0.0,90,True
0102_01,0,False,70505183,0,18.0,False,0.0,0.0,0.0,830.0,91.0,91,False
0103_01,0,False,70505283,0,24.0,False,0.0,0,0.0,0.0,17.0,92,True
0103_02,0,True,71495683,1,9.0,False,0.0,0.0,0.0,0.0,0.0,93,True
0103_03,0,True,71495683,0,6.0,False,0.0,0.0,0.0,0.0,0.0,94,False
0105_01,0,False,70504980,0,27.0,False,0.0,0.0,570.0,2.0,131.0,95,False
0107_01,1,False,685083,0,21.0,False,1743.0,5.0,17.0,0.0,0.0,96,False
0108_01,0,True,71495783,0,23.0,False,0.0,0.0,0.0,0.0,0.0,97,False
0108_02,0,False,71495783,0,31.0,False,562.0,0.0,326.0,0.0,0.0,27,False
0108_03,0,False,71495783,0,0.0,False,0.0,0.0,0.0,0.0,0.0,98,True
0110_01,2,False,0,0,32.0,False,0.0,410.0,6.0,3929.0,764.0,99,False
0110_02,2,False,665380,0,40.0,False,0.0,331.0,0.0,0.0,1687.0,100,False
0110_03,2,False,665380,0,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,101,True
0110_04,2,True,665380,0,28.0,False,0.0,0.0,0.0,0.0,0.0,102,True
0111_01,2,True,695483,0,29.0,False,0.0,0.0,0.0,0.0,0.0,103,True
0112_01,2,False,664983,1,48.0,True,0.0,2537.0,87.0,17.0,13.0,104,True
0113_01,0,False,70505180,0,64.0,False,0.0,0.0,804.0,0.0,0.0,105,True
0114_01,0,False,71504883,0,27.0,False,82.0,157.0,429.0,238.0,1.0,106,False
0115_01,1,False,70505280,0,26.0,False,0.0,0.0,0.0,0.0,0,107,True
0116_01,2,False,685280,0,33.0,False,1.0,2223.0,0.0,12.0,404.0,108,True
0119_01,3,False,654880,0,39.0,False,0.0,2344.0,0.0,65.0,6898.0,109,False
0119_02,2,True,654880,0,13.0,False,0.0,0.0,0.0,0.0,0.0,110,True
0120_01,1,True,70505380,0,24.0,False,0.0,0.0,0.0,0.0,0,111,True
0122_01,0,False,71504983,0,29.0,False,0.0,0.0,0.0,699.0,74.0,112,False
0123_01,0,False,70505580,0,18.0,False,55.0,597.0,49.0,0.0,1.0,113,False
0126_01,1,True,70505583,0,67.0,False,0.0,0.0,0.0,0.0,0.0,114,True
0127_01,1,False,695583,0,35.0,False,701.0,0.0,296.0,0.0,25.0,115,False
0128_01,1,False,685183,0,61.0,True,2353.0,334.0,9.0,316.0,2.0,116,False
0128_02,1,False,695683,0,45.0,False,2103.0,6.0,0.0,0.0,0.0,117,False
0129_01,0,True,71505083,2,22.0,False,0.0,0.0,0,0.0,0.0,118,True
0133_01,1,True,70505783,0,19.0,False,0.0,0.0,0.0,0.0,0.0,119,True
0133_02,1,False,685383,0,36.0,False,2738.0,0.0,0.0,0.0,0.0,120,False
0134_01,0,False,71495580,0,19.0,False,0.0,14.0,730.0,0.0,0.0,121,True
0136_01,0,False,71505183,2,47.0,False,97.0,418.0,126.0,25.0,55.0,27,False
0138_01,0,True,71495680,0,13.0,False,0.0,0.0,0.0,0.0,0.0,122,True
0138_02,0,False,695380,3,34.0,False,0.0,22.0,0.0,564.0,207.0,123,False
0139_01,2,True,675483,1,35.0,False,0.0,0.0,0.0,0.0,0.0,124,True
0140_01,0,True,71495780,0,24.0,False,0.0,0.0,0.0,0.0,0.0,125,True
0140_02,0,False,70505780,0,26.0,False,440.0,0.0,0.0,0.0,462.0,126,False
0141_01,1,False,70514880,0,31.0,False,0,0.0,97.0,0.0,0.0,127,False
0144_01,0,False,70514983,0,20.0,False,0.0,420.0,210.0,0.0,0.0,128,True
0146_01,0,False,71505383,0,56.0,False,0.0,0.0,0.0,0.0,0.0,129,False
0147_01,0,True,71505483,0,50.0,False,0.0,0.0,0.0,0.0,0.0,130,True
0148_01,1,False,70514980,0,42.0,False,1072.0,0.0,10.0,0.0,76.0,131,False
0149_01,0,True,71505583,1,0,False,0.0,0.0,0.0,0.0,0.0,132,True
0151_01,0,True,71504880,1,38.0,False,0.0,0.0,0.0,0.0,0.0,133,False
0152_01,0,False,70515080,3,41.0,False,0.0,0.0,0.0,0.0,607.0,134,False
0160_01,0,False,71505080,0,22.0,False,4119.0,0.0,0.0,0.0,61.0,135,False
0163_01,2,True,665680,0,26.0,False,0.0,0.0,0.0,0.0,0.0,136,True
0163_02,2,True,665680,0,17.0,False,0.0,0.0,0.0,0.0,0.0,137,True
0164_01,0,False,71505683,0,57.0,False,50.0,1688.0,0.0,0,135.0,138,True
0164_02,0,True,71505683,2,17.0,False,0.0,0.0,0.0,0.0,0.0,139,False
0165_01,1,True,70515580,0,35.0,False,0.0,0.0,0.0,0.0,0.0,140,True
0167_01,1,True,70515383,0,13.0,False,0.0,0.0,0.0,0.0,0.0,141,True
0167_02,1,False,70515383,0,27.0,False,1365.0,0.0,48.0,22.0,137.0,142,False
0169_01,0,True,71505180,0,31.0,False,0.0,0.0,0.0,0.0,0.0,143,False
0170_01,0,False,69494883,0,24.0,False,0.0,0.0,0.0,221.0,567.0,144,False
0171_01,0,True,71514883,2,19.0,False,0.0,0.0,0.0,0.0,0.0,145,True
0172_01,0,True,71505280,0,32.0,False,0.0,0.0,0.0,0.0,0.0,146,True
0173_01,0,False,69494983,0,58.0,False,0.0,985.0,0.0,5.0,0.0,147,True
0174_01,0,False,70515680,1,21.0,False,287.0,0.0,16.0,115.0,175.0,148,False
0177_01,2,False,665083,0,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,149,False
0178_01,1,False,685483,0,38.0,False,3414.0,0.0,161.0,28.0,119.0,150,False
0179_01,0,False,71505480,0,19.0,False,1.0,219.0,673.0,2.0,11.0,151,True
0179_02,0,False,71505480,0,0.0,False,0.0,0.0,0.0,0.0,0.0,152,False
0179_03,0,False,71505480,0,3.0,False,0.0,0.0,0.0,0.0,0.0,153,True
0181_01,0,False,71505580,0,20.0,False,0.0,0.0,3.0,299.0,92.0,154,False
0182_01,2,True,675180,0,24.0,False,0.0,0.0,0.0,0.0,0.0,155,True
0183_01,0,False,70515483,0,37.0,False,17.0,146.0,426.0,0.0,232.0,156,True
0186_01,0,False,71505680,0,25.0,False,62.0,0.0,0.0,0.0,956.0,157,False
0188_01,0,True,71514983,0,56.0,False,0.0,0.0,0.0,0.0,0.0,158,True
0189_01,0,False,695680,1,49.0,False,84.0,3.0,401.0,202.0,98.0,159,False
0190_01,0,True,71515083,1,11.0,False,0.0,0.0,0.0,0.0,0.0,27,False
0192_01,0,True,71505780,0,1.0,False,0.0,0.0,0.0,0.0,0.0,160,True
0192_02,0,False,71505780,0,8.0,False,0.0,0.0,0.0,0.0,0.0,161,False
0192_03,0,False,71505780,0,39.0,False,0.0,0.0,10.0,898.0,0.0,162,False
0193_01,1,True,70524980,0,2.0,False,0.0,0.0,0.0,0.0,0.0,163,True
0193_02,1,False,70524980,0,23.0,False,0,0.0,8.0,1072.0,0.0,164,False
0193_03,1,False,70524980,0,0.0,False,0.0,0.0,0.0,0.0,0.0,165,True
0195_01,1,False,70525080,0,39.0,False,406.0,0.0,867.0,0.0,0.0,166,True
0196_01,1,False,685380,2,25.0,False,1052.0,0.0,719.0,0.0,7.0,167,False
0197_01,2,False,675380,0,36.0,False,0.0,972.0,0.0,795.0,575.0,168,False
0198_01,0,False,71514880,2,52.0,False,0.0,0.0,0.0,0.0,0.0,169,True
0199_01,0,True,71515183,0,18.0,False,0.0,0.0,0.0,0.0,0.0,170,False
0200_01,0,True,71514980,0,15.0,False,0.0,0.0,0.0,0.0,0.0,171,True
0201_01,2,True,665183,0,35.0,False,0.0,0.0,0.0,0.0,0.0,172,True
0201_02,2,True,665183,0,47.0,False,0.0,0.0,0.0,0.0,0.0,173,True
0202_01,2,True,665780,1,45.0,False,0.0,0.0,0.0,0.0,0.0,174,True
0202_02,2,False,655080,1,0,False,0.0,2433.0,0,878.0,443.0,175,True
0203_01,2,True,675683,0,51.0,False,0.0,0.0,0.0,0.0,0.0,176,True
0205_01,0,False,71515283,0,29.0,False,0.0,2.0,66.0,0.0,705.0,177,False
0206_01,2,False,675783,1,0,False,2.0,1720.0,12.0,1125.0,122.0,178,True
0207_01,0,True,71515080,2,19.0,False,0.0,0.0,0.0,0.0,0.0,179,False
0210_01,3,True,685480,1,24.0,False,0.0,0.0,0,0.0,0.0,180,True
0211_01,1,False,70525280,0,29.0,False,902.0,1.0,137.0,0.0,0.0,181,True
0211_02,1,True,70525280,0,11.0,False,0.0,0.0,0.0,0.0,0.0,182,True
0211_03,1,False,70525280,0,17.0,False,848.0,0.0,307.0,182.0,0.0,183,False
0212_01,0,False,695780,0,13.0,False,192.0,0.0,0.0,51.0,739.0,184,False
0212_02,0,False,70525380,0,35.0,False,147.0,188.0,0.0,10.0,387.0,185,False
0213_01,0,False,70525480,0,21.0,False,367.0,281.0,0.0,0.0,146.0,186,False
0216_01,0,False,70524883,1,21.0,False,0.0,56.0,0.0,0.0,1918.0,187,False
0217_01,0,False,70525580,0,38.0,False,1517.0,0.0,0.0,27.0,0.0,188,False
0219_01,0,True,71515480,0,19.0,False,0.0,0.0,0.0,0.0,0.0,189,True
0220_01,0,True,71515580,0,2.0,False,0.0,0.0,0.0,0.0,0.0,190,True
0220_02,0,False,71515580,0,0.0,False,0.0,0.0,0.0,0.0,0.0,191,True
0220_03,0,True,71515580,0,13.0,False,0.0,0.0,0.0,0.0,0.0,192,False
0220_04,0,False,69494880,0,25.0,False,122.0,84.0,0,0.0,0.0,193,False
0220_05,0,False,70525680,0,16.0,False,0.0,3.0,0.0,0.0,1099.0,194,False
0220_06,0,False,71515580,1,1.0,False,0.0,0.0,0.0,0.0,0.0,195,False
0220_07,0,True,71515580,0,15.0,False,0.0,0.0,0.0,0.0,0.0,196,True
0221_01,1,False,69495183,1,21.0,False,2237.0,0.0,119.0,0.0,0.0,197,False
0221_02,1,False,69495183,0,23.0,False,1215.0,80.0,1.0,2.0,0.0,198,False
0221_03,1,False,69495183,0,33.0,False,1933.0,12.0,188.0,1.0,0.0,199,False
0221_04,1,True,69495183,0,21.0,False,0.0,0.0,0.0,0.0,0.0,200,True
0221_05,1,False,69495183,0,41.0,False,1230.0,0.0,301.0,43.0,1023.0,201,False
0221_06,1,False,69495183,0,16.0,False,915.0,0.0,221.0,234.0,0.0,202,False
0221_07,1,True,69495183,0,42.0,False,0.0,0.0,0.0,0.0,0.0,203,False
0222_01,1,False,70524983,0,20.0,False,1406.0,0.0,0.0,11.0,0.0,204,False
0222_02,1,True,70524983,0,24.0,False,0.0,0.0,0.0,0.0,0.0,205,True
0222_03,1,True,69495283,0,16.0,False,0.0,0.0,0.0,0.0,0.0,206,True
0223_01,0,False,71515383,0,21.0,False,0.0,2.0,665.0,0.0,9.0,207,False
0224_01,1,False,70525083,0,32.0,True,181.0,0.0,5.0,1634.0,0.0,208,False
0225_01,0,True,71515680,2,58.0,False,0.0,0.0,0.0,0.0,0.0,209,True
0229_01,0,False,70525183,0,24.0,False,4.0,7.0,0.0,713.0,79.0,210,False
0231_01,1,False,70525283,0,30.0,False,85.0,0.0,1.0,1720.0,0.0,211,False
0232_01,0,True,71515483,2,27.0,False,0.0,0,0.0,0.0,0.0,212,False
0233_01,1,False,70525383,0,32.0,False,56.0,0.0,256.0,1438.0,0.0,213,False
0234_01,0,False,70534880,0,43.0,False,0,888.0,0.0,0.0,0.0,214,False
0237_01,2,True,66494980,0,42.0,False,0.0,0.0,0.0,0.0,0.0,215,True
0239_01,1,False,0,0,37.0,False,637.0,0.0,0.0,92.0,319.0,216,False
0240_01,1,True,70535080,0,35.0,False,0.0,0.0,0.0,0.0,0.0,217,True
0241_01,2,False,69494980,1,33.0,False,0.0,1249.0,0.0,4812.0,1116.0,218,False
0242_01,3,False,70525483,0,18.0,False,313.0,1.0,691.0,283.0,0.0,219,False
0243_01,0,True,71515583,0,21.0,False,0.0,0.0,0.0,0.0,0.0,220,False
0244_01,1,True,0,0,43.0,False,0.0,0.0,0.0,0.0,0.0,221,True
0244_02,1,True,70525583,1,14.0,False,0.0,0.0,0.0,0.0,0.0,222,True
0245_01,2,False,675480,1,46.0,False,0.0,3571.0,0.0,0.0,7.0,223,True
0245_02,2,False,675480,0,33.0,False,0.0,86.0,796.0,584.0,10912.0,224,False
0246_01,1,False,685680,0,21.0,False,2947.0,0.0,287.0,27.0,0.0,225,False
0248_01,2,False,67494883,0,33.0,False,0.0,1.0,0.0,8620.0,1063.0,226,False
0250_01,0,True,71515683,2,47.0,False,0,0.0,0.0,0.0,0.0,227,False
0251_01,3,True,67494983,1,54.0,False,0.0,0.0,0.0,0.0,0.0,228,True
0252_01,0,False,70535180,0,30.0,False,335.0,695.0,541.0,0.0,0.0,229,False
0253_01,0,False,71525080,0,29.0,False,272.0,615.0,0.0,0.0,1.0,230,False
0254_01,0,False,70535280,0,21.0,False,702.0,172.0,408.0,2.0,6.0,231,True
0255_01,2,True,655183,0,24.0,False,0.0,0.0,0.0,0.0,0.0,232,True
0257_01,1,False,70525783,1,21.0,False,1664.0,0.0,0,0.0,0.0,233,False
0257_02,1,True,70525783,0,60.0,False,0.0,0.0,0.0,0.0,0.0,234,True
0258_01,0,False,70534883,0,22.0,False,0.0,0.0,313.0,299.0,92.0,235,False
0260_01,2,False,69495483,0,26.0,False,0.0,4810.0,0.0,981.0,2054.0,236,False
0261_01,0,False,70535480,0,26.0,False,66.0,29.0,0.0,0.0,803.0,237,False
0263_01,0,True,71525180,0,28.0,False,0.0,0.0,0.0,0.0,0.0,238,True
0265_01,2,True,685683,0,39.0,False,0.0,0.0,0.0,0,0.0,239,True
0267_01,0,False,70534983,0,13.0,False,118.0,0.0,0.0,754.0,1.0,240,False
0269_01,0,False,70535083,1,47.0,False,0.0,231.0,592.0,0.0,0.0,241,True
0270_01,0,False,70535780,0,63.0,False,0.0,25.0,128.0,0.0,1240.0,242,False
0275_01,2,True,685783,1,0,False,0.0,0.0,0.0,0.0,0.0,243,True
0277_01,0,False,70544980,1,50.0,False,44.0,2390.0,0.0,53.0,0.0,244,True
0278_01,0,False,0,0,35.0,False,0.0,0.0,0.0,888.0,0,245,False
0278_02,0,False,71525380,0,45.0,False,0.0,97.0,0.0,14.0,333.0,246,False
0281_01,0,False,70545180,0,19.0,False,0.0,0.0,2078.0,0.0,0.0,247,True
0282_01,0,False,70535283,0,21.0,False,0.0,918.0,0.0,0.0,0.0,248,True
0283_01,0,True,71525480,2,29.0,False,0.0,0.0,0.0,0.0,0.0,249,True
0283_02,0,False,70545280,0,22.0,False,146.0,654.0,1.0,0.0,2.0,250,True
0285_01,2,True,69495480,0,14.0,False,0.0,0.0,0.0,0.0,0.0,251,True
0285_02,2,True,69495480,1,42.0,False,0.0,0.0,0.0,0.0,0.0,252,True
0286_01,0,False,70545380,1,57.0,False,3.0,1281.0,29.0,162.0,13.0,253,False
0287_01,2,True,0,1,39.0,False,0.0,0.0,0.0,0.0,0.0,254,True
0287_02,2,False,66495080,0,28.0,False,0.0,587.0,32.0,6.0,1460.0,255,False
0288_01,0,False,70535383,1,19.0,False,0.0,0.0,0.0,0.0,828.0,256,False
0289_01,2,True,67495083,1,19.0,False,0.0,0.0,0.0,0.0,0.0,257,True
0290_01,2,False,665583,1,26.0,False,0.0,4458.0,0.0,1157.0,262.0,258,True
0290_02,2,True,665583,0,17.0,False,0.0,0.0,0.0,0.0,0.0,259,True
0290_03,2,False,665583,0,43.0,False,0.0,0.0,0.0,0.0,0.0,260,True
0290_04,2,False,665583,1,9.0,False,0.0,0.0,0.0,0.0,0.0,261,True
0291_01,2,False,68494883,0,40.0,False,0.0,6500.0,88.0,1090.0,0.0,262,True
0294_01,2,True,665683,0,50.0,False,0.0,0.0,0.0,0,0.0,263,True
0297_01,0,False,71525580,0,24.0,False,90.0,2.0,1324.0,17.0,0.0,264,True
0298_01,2,True,655180,1,57.0,False,0.0,0.0,0.0,0.0,0.0,265,True
0301_01,0,True,0,0,16.0,False,0.0,0.0,0.0,0.0,0.0,266,False
0302_01,0,False,70545580,0,23.0,False,0.0,0.0,15.0,0.0,1370.0,267,False
0303_01,3,True,71524983,0,23.0,False,0.0,0.0,0.0,0.0,0.0,268,True
0304_01,2,False,69495683,0,28.0,False,0.0,422.0,0.0,1851.0,5166.0,269,False
0305_01,2,False,675580,1,23.0,False,0.0,584.0,0.0,20.0,2469.0,270,False
0306_01,0,False,69495783,0,23.0,False,368.0,175.0,259.0,1.0,101.0,271,False
0307_01,0,False,70535783,0,18.0,False,0.0,0.0,1359.0,0.0,0.0,272,True
0309_01,0,False,70544883,0,18.0,False,1194.0,0.0,157.0,6.0,0.0,273,False
0310_01,2,False,0,0,67.0,False,0,230.0,0.0,4476.0,241.0,274,False
0313_01,0,False,70545680,2,60.0,False,7.0,540.0,1.0,0.0,4.0,275,True
0313_02,0,True,71534880,1,0,False,0.0,0.0,0,0.0,0.0,276,True
0313_03,0,False,70545680,1,49.0,False,331.0,0.0,0.0,318.0,0.0,277,True
0313_04,0,False,71534880,1,0.0,False,0.0,0.0,0.0,0.0,0.0,278,True
0314_01,0,False,71534980,1,26.0,False,386.0,0.0,74.0,0.0,1330.0,279,False
0315_01,3,True,71525083,2,35.0,False,0.0,0.0,0.0,0.0,0.0,280,True
0316_01,2,False,665783,0,24.0,False,0.0,2628.0,0,170.0,0.0,281,True
0316_02,2,True,665783,0,20.0,False,0.0,0.0,0.0,0.0,0,282,True
0320_01,0,False,71525283,0,18.0,False,0.0,2.0,0.0,0,0.0,283,False
0320_02,0,False,71525283,0,21.0,False,0.0,5.0,3.0,0.0,0,284,False
0321_01,3,False,70544983,0,59.0,True,1018.0,0.0,209.0,0.0,0.0,285,False
0322_01,0,True,71525383,2,13.0,False,0.0,0.0,0.0,0.0,0.0,286,False
0324_01,0,True,71535180,1,43.0,False,0.0,0.0,0.0,0.0,0.0,287,False
0326_01,0,True,71525583,0,29.0,False,0.0,0.0,0.0,0.0,0.0,288,False
0327_01,0,False,0,0,19.0,False,17.0,0.0,784.0,0.0,2.0,289,True
0330_01,2,False,67495283,0,2.0,False,0.0,0.0,0.0,0.0,0.0,290,True
0330_02,2,False,67495283,0,32.0,False,247.0,4651.0,0.0,46.0,202.0,27,True
0330_03,2,False,67495283,0,33.0,False,443.0,317.0,0.0,148.0,1260.0,291,False
0331_01,0,False,70555080,0,25.0,False,0.0,0.0,251.0,0.0,552.0,292,False
0333_01,1,True,70555180,1,29.0,False,0.0,0.0,0.0,0.0,0.0,293,True
0334_01,1,False,70545083,0,29.0,False,5715.0,2.0,211.0,1476.0,0.0,294,False
0336_01,0,False,70555280,0,44.0,False,695.0,1.0,16.0,0.0,0.0,295,False
0337_01,1,True,70545183,1,2.0,False,0.0,0.0,0.0,0.0,0.0,296,True
0337_02,1,False,70545183,0,19.0,False,417.0,349.0,634.0,3.0,1057.0,297,True
0337_03,1,False,70545183,1,0.0,False,0.0,0.0,0.0,0.0,0.0,27,True
0338_01,0,True,71525683,0,18.0,False,0.0,0.0,0,0.0,0.0,298,True
0340_01,2,True,66494883,1,38.0,False,0.0,0.0,0.0,0.0,0.0,299,True
0341_01,0,True,71535580,2,5.0,False,0.0,0.0,0.0,0.0,0.0,300,False
0343_01,0,False,70555480,2,31.0,False,121.0,0.0,0.0,274.0,907.0,301,False
